date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-05-16 00:00:00,0,0,0,20.4,1003.5,80.0,0.0
2019-05-16 01:00:00,0,0,0,20.3,1003.5,79.0,0.0
2019-05-16 02:00:00,0,0,0,20.4,1002.9,78.9,0.0
2019-05-16 03:00:00,0,0,0,20.3,1002.7,78.7,0.0
2019-05-16 04:00:00,0,0,0,20.4,1002.5,78.6,0.0
2019-05-16 05:00:00,0,0,0,20.4,1002.6,78.4,0.0
2019-05-16 06:00:00,12,13,9,20.5,1003.1,78.3,0.63
2019-05-16 07:00:00,71,75,56,20.7,1003.4,78.4,6.24
2019-05-16 08:00:00,163,169,126,21.4,1003.4,77.9,15.4
2019-05-16 09:00:00,537,526,449,22.5,1003.6,81.9,33.45
2019-05-16 10:00:00,272,281,195,23.5,1003.8,86.0,26.15
2019-05-16 11:00:00,372,399,298,23.9,1003.5,84.5,31.77
2019-05-16 12:00:00,279,308,222,24.2,1002.9,83.1,28.49
2019-05-16 13:00:00,372,394,277,25.3,1002.3,77.3,36.98
2019-05-16 14:00:00,346,375,270,26.1,1001.6,77.4,33.57
2019-05-16 15:00:00,231,255,175,25.8,1001.0,76.5,23.01
2019-05-16 16:00:00,225,249,173,26.1,1000.1,74.8,21.47
2019-05-16 17:00:00,113,129,89,25.7,999.8,77.4,10.32
2019-05-16 18:00:00,28,36,22,25.2,1000.3,81.8,2.54
2019-05-16 19:00:00,1,7,1,24.3,1000.4,86.7,0.0
2019-05-16 20:00:00,0,0,0,23.3,1000.9,86.6,0.0
2019-05-16 21:00:00,0,0,0,23.0,1001.4,84.4,0.0
2019-05-16 22:00:00,0,0,0,22.8,1002.0,81.4,0.0
2019-05-16 23:00:00,0,0,0,22.7,1001.7,79.4,0.0
2019-05-17 00:00:00,0,0,0,22.6,1001.6,78.5,0.0
2019-05-17 01:00:00,0,0,0,22.5,1001.0,78.0,0.0
2019-05-17 02:00:00,0,0,0,22.4,1000.5,77.5,0.0
2019-05-17 03:00:00,0,0,0,22.3,1000.0,77.6,0.0
2019-05-17 04:00:00,0,0,0,22.2,999.9,77.5,0.0
2019-05-17 05:00:00,0,0,0,22.2,1000.1,77.8,0.0
2019-05-17 06:00:00,11,14,9,22.1,1000.1,77.7,0.63
2019-05-17 07:00:00,8,10,6,22.2,1000.6,77.7,0.57
2019-05-17 08:00:00,55,62,44,22.2,1000.9,77.8,5.25
2019-05-17 09:00:00,178,196,140,22.8,1001.0,77.7,16.42
2019-05-17 10:00:00,166,186,133,23.2,1001.1,78.0,13.45
2019-05-17 11:00:00,50,55,39,23.6,1001.2,82.8,5.08
2019-05-17 12:00:00,131,146,106,22.8,1001.1,85.2,13.96
2019-05-17 13:00:00,150,171,122,23.5,1000.7,86.6,14.31
2019-05-17 14:00:00,403,435,326,24.6,1000.0,87.7,35.81
2019-05-17 15:00:00,349,367,276,25.9,999.7,82.6,32.44
2019-05-17 16:00:00,388,390,308,27.0,999.2,76.7,35.02
2019-05-17 17:00:00,200,193,161,27.1,998.7,74.3,23.65
2019-05-17 18:00:00,112,132,112,27.4,998.8,74.4,7.53
2019-05-17 19:00:00,2,8,3,26.2,999.1,80.8,0.17
2019-05-17 20:00:00,0,0,0,23.9,999.5,87.6,0.0
2019-05-17 21:00:00,0,0,0,22.8,1000.0,86.3,0.0
2019-05-17 22:00:00,0,0,0,22.1,1000.9,83.6,0.0
2019-05-17 23:00:00,0,0,0,21.7,1001.0,81.0,0.0
2019-05-18 00:00:00,0,0,0,21.4,1001.0,80.0,0.0
2019-05-18 01:00:00,0,0,0,20.9,1001.3,80.0,0.0
2019-05-18 02:00:00,0,0,0,20.6,1001.3,79.9,0.0
2019-05-18 03:00:00,0,0,0,20.2,1001.2,80.2,0.0
2019-05-18 04:00:00,0,0,0,20.0,1001.3,80.2,0.0
2019-05-18 05:00:00,0,0,0,19.8,1001.0,80.1,0.0
2019-05-18 06:00:00,42,47,45,19.4,1001.0,80.5,2.81
2019-05-18 07:00:00,183,210,182,21.1,1001.1,79.8,15.19
2019-05-18 08:00:00,443,430,414,23.0,1001.2,84.3,37.52
2019-05-18 09:00:00,640,587,574,25.8,1001.2,79.1,52.3
2019-05-18 10:00:00,683,596,578,27.5,1001.4,71.3,54.74
2019-05-18 11:00:00,558,595,437,28.2,1001.1,68.3,46.3
2019-05-18 12:00:00,731,683,568,28.7,1000.6,66.2,64.59
2019-05-18 13:00:00,717,642,574,30.1,1000.7,61.6,63.78
2019-05-18 14:00:00,755,660,610,30.6,999.5,60.5,55.5
2019-05-18 15:00:00,250,271,194,30.2,999.1,61.6,27.21
2019-05-18 16:00:00,453,464,352,29.7,998.6,66.0,33.39
2019-05-18 17:00:00,134,148,109,26.7,998.8,77.4,11.96
2019-05-18 18:00:00,42,54,36,25.4,999.0,81.0,3.63
2019-05-18 19:00:00,0,1,0,24.4,999.3,82.6,0.0
2019-05-18 20:00:00,0,0,0,23.1,999.6,86.0,0.0
2019-05-18 21:00:00,0,0,0,22.6,1000.8,86.4,0.0
2019-05-18 22:00:00,0,0,0,22.0,1001.6,87.1,0.0
2019-05-18 23:00:00,0,0,0,22.2,1001.5,87.4,0.0
2019-05-19 00:00:00,0,0,0,22.2,1001.2,86.6,0.0
2019-05-19 01:00:00,0,0,0,22.0,1001.2,86.1,0.0
2019-05-19 02:00:00,0,0,0,21.7,1001.1,86.7,0.0
2019-05-19 03:00:00,0,0,0,21.7,1000.9,87.0,0.0
2019-05-19 04:00:00,0,0,0,21.5,1000.9,87.2,0.0
2019-05-19 05:00:00,0,0,0,21.4,1001.0,87.6,0.0
2019-05-19 06:00:00,14,19,11,21.3,1001.4,87.4,1.16
2019-05-19 07:00:00,99,108,80,21.3,1002.3,87.3,8.9
2019-05-19 08:00:00,329,361,272,22.1,1002.5,84.7,24.94
2019-05-19 09:00:00,646,599,562,24.0,1002.9,79.6,57.59
2019-05-19 10:00:00,670,635,533,25.9,1002.9,71.1,57.24
2019-05-19 11:00:00,846,732,675,26.9,1003.4,70.0,74.36
2019-05-19 12:00:00,1011,769,823,27.6,1003.4,66.5,87.32
2019-05-19 13:00:00,1250,854,1013,28.2,1003.4,60.6,85.72
2019-05-19 14:00:00,440,456,325,27.2,1003.4,62.8,40.51
2019-05-19 15:00:00,189,217,148,26.1,1003.6,67.4,19.04
2019-05-19 16:00:00,318,352,249,25.9,1003.9,68.9,30.79
2019-05-19 17:00:00,72,81,57,26.1,1004.4,68.2,6.62
2019-05-19 18:00:00,47,56,38,25.9,1004.6,70.7,4.23
2019-05-19 19:00:00,0,2,0,25.3,1005.3,74.7,0.0
2019-05-19 20:00:00,0,0,0,24.7,1006.3,75.6,0.0
2019-05-19 21:00:00,0,0,0,24.0,1007.3,79.3,0.0
2019-05-19 22:00:00,0,0,0,25.2,1008.1,40.8,0.0
2019-05-19 23:00:00,0,0,0,24.4,1008.3,38.7,0.0
2019-05-20 00:00:00,0,0,0,23.7,1008.7,40.4,0.0
2019-05-20 01:00:00,0,0,0,23.9,1008.8,33.7,0.0
2019-05-20 02:00:00,0,0,0,23.5,1008.4,31.9,0.0
2019-05-20 03:00:00,0,0,0,23.0,1008.5,30.8,0.0
2019-05-20 04:00:00,0,0,0,22.8,1008.5,31.4,0.0
2019-05-20 05:00:00,0,0,0,21.7,1008.8,36.9,0.0
2019-05-20 06:00:00,31,37,26,21.6,1010.1,43.9,2.37
2019-05-20 07:00:00,102,96,84,21.5,1010.9,43.5,11.49
2019-05-20 08:00:00,444,435,405,22.2,1011.4,33.0,37.14
2019-05-20 09:00:00,659,614,597,23.4,1011.8,28.0,58.5
2019-05-20 10:00:00,919,759,797,24.2,1012.2,23.4,80.86
2019-05-20 11:00:00,772,692,667,25.1,1012.3,18.3,78.95
2019-05-20 12:00:00,456,495,366,24.8,1011.7,19.4,42.66
2019-05-20 13:00:00,1126,825,940,26.3,1011.1,19.8,91.45
2019-05-20 14:00:00,542,556,425,25.8,1010.5,21.6,49.92
2019-05-20 15:00:00,232,276,183,25.0,1009.8,27.2,22.47
2019-05-20 16:00:00,249,275,190,24.3,1009.2,27.7,24.33
2019-05-20 17:00:00,105,132,88,23.9,1009.3,29.7,10.11
2019-05-20 18:00:00,49,62,41,23.2,1009.2,31.2,4.47
2019-05-20 19:00:00,3,9,3,22.6,1009.5,33.7,0.23
2019-05-20 20:00:00,0,0,0,21.2,1009.9,43.2,0.0
2019-05-20 21:00:00,0,0,0,20.2,1010.0,46.8,0.0
2019-05-20 22:00:00,0,0,0,18.0,1010.5,71.1,0.0
2019-05-20 23:00:00,0,0,0,16.8,1010.9,78.0,0.0
2019-05-21 00:00:00,0,0,0,16.2,1010.5,76.8,0.0
2019-05-21 01:00:00,0,0,0,15.5,1010.3,82.1,0.0
2019-05-21 02:00:00,0,0,0,14.7,1010.1,85.6,0.0
2019-05-21 03:00:00,0,0,0,13.9,1009.5,86.5,0.0
2019-05-21 04:00:00,0,0,0,13.1,1009.4,87.6,0.0
2019-05-21 05:00:00,0,0,0,13.2,1009.4,87.1,0.0
2019-05-21 06:00:00,32,38,29,13.5,1009.4,87.6,2.48
2019-05-21 07:00:00,123,131,100,14.9,1009.5,86.2,11.52
2019-05-21 08:00:00,297,313,238,16.3,1009.9,80.0,28.01
2019-05-21 09:00:00,714,647,625,19.4,1009.5,68.1,56.54
2019-05-21 10:00:00,573,553,509,22.2,1009.1,52.7,56.77
2019-05-21 11:00:00,624,613,480,24.2,1009.0,35.8,60.19
2019-05-21 12:00:00,341,375,259,24.3,1008.3,36.3,31.63
2019-05-21 13:00:00,231,262,176,24.7,1007.9,33.2,22.08
2019-05-21 14:00:00,189,216,140,24.6,1007.8,42.3,18.94
2019-05-21 15:00:00,139,168,112,24.1,1007.6,41.9,13.79
2019-05-21 16:00:00,53,68,41,23.3,1006.7,57.3,5.43
2019-05-21 17:00:00,51,66,43,23.2,1006.1,53.4,4.69
2019-05-21 18:00:00,26,34,20,22.3,1006.5,50.2,2.43
2019-05-21 19:00:00,0,3,0,21.2,1007.0,57.2,0.0
2019-05-21 20:00:00,0,0,0,20.0,1007.3,64.0,0.0
2019-05-21 21:00:00,0,0,0,18.5,1007.9,76.6,0.0
2019-05-21 22:00:00,0,0,0,17.5,1008.3,80.8,0.0
2019-05-21 23:00:00,0,0,0,16.0,1008.5,85.8,0.0
2019-05-22 00:00:00,0,0,0,15.1,1008.0,86.4,0.0
2019-05-22 01:00:00,0,0,0,14.5,1007.8,84.7,0.0
2019-05-22 02:00:00,0,0,0,13.9,1007.6,83.5,0.0
2019-05-22 03:00:00,0,0,0,13.2,1007.5,82.4,0.0
2019-05-22 04:00:00,0,0,0,12.7,1007.5,82.7,0.0
2019-05-22 05:00:00,0,0,0,12.0,1007.6,82.5,0.0
2019-05-22 06:00:00,40,52,42,11.5,1007.8,82.2,2.88
2019-05-22 07:00:00,209,228,205,14.2,1007.9,82.6,16.17
2019-05-22 08:00:00,447,443,417,17.8,1008.0,72.2,37.87
2019-05-22 09:00:00,659,621,602,20.5,1007.8,66.5,56.82
2019-05-22 10:00:00,839,723,747,23.0,1007.4,55.3,71.47
2019-05-22 11:00:00,907,760,790,24.9,1006.9,50.5,79.92
2019-05-22 12:00:00,992,787,846,26.1,1006.4,44.8,83.66
2019-05-22 13:00:00,997,774,835,27.3,1005.7,44.9,80.77
2019-05-22 14:00:00,912,738,794,28.3,1004.8,41.8,74.74
2019-05-22 15:00:00,758,657,673,29.4,1004.2,39.1,61.96
2019-05-22 16:00:00,560,531,501,29.8,1003.8,38.0,45.14
2019-05-22 17:00:00,335,341,310,29.4,1003.4,36.6,25.64
2019-05-22 18:00:00,121,146,124,28.7,1003.8,39.4,7.56
2019-05-22 19:00:00,3,14,5,26.7,1004.3,50.8,0.47
2019-05-22 20:00:00,0,0,0,24.1,1004.9,65.8,0.0
2019-05-22 21:00:00,0,0,0,21.3,1005.4,79.8,0.0
2019-05-22 22:00:00,0,0,0,20.0,1006.0,84.8,0.0
2019-05-22 23:00:00,0,0,0,19.4,1006.3,84.5,0.0
2019-05-23 00:00:00,0,0,0,18.3,1006.8,85.9,0.0
2019-05-23 01:00:00,0,0,0,17.4,1006.9,84.8,0.0
2019-05-23 02:00:00,0,0,0,16.8,1006.8,83.1,0.0
2019-05-23 03:00:00,0,0,0,16.4,1006.6,81.5,0.0
2019-05-23 04:00:00,0,0,0,15.6,1006.7,80.6,0.0
2019-05-23 05:00:00,0,0,0,15.1,1007.3,80.0,0.0
2019-05-23 06:00:00,43,54,46,15.4,1007.9,79.2,3.09
2019-05-23 07:00:00,225,231,203,17.3,1007.8,78.8,15.94
2019-05-23 08:00:00,449,452,426,21.5,1008.1,78.4,37.48
2019-05-23 09:00:00,660,612,603,25.2,1008.4,58.1,55.84
2019-05-23 10:00:00,839,712,746,27.0,1008.5,52.1,69.77
2019-05-23 11:00:00,933,758,818,28.6,1008.2,46.7,79.28
2019-05-23 12:00:00,992,763,846,30.7,1007.5,37.0,81.9
2019-05-23 13:00:00,1041,766,886,31.8,1006.7,28.7,82.13
2019-05-23 14:00:00,938,733,833,32.6,1005.8,28.1,75.95
2019-05-23 15:00:00,800,670,726,33.3,1005.1,22.1,64.49
2019-05-23 16:00:00,603,553,553,33.4,1004.6,24.0,48.32
2019-05-23 17:00:00,345,349,329,33.0,1004.0,23.4,25.24
2019-05-23 18:00:00,149,181,158,31.6,1003.8,25.8,8.51
2019-05-23 19:00:00,3,16,6,29.2,1004.0,33.6,0.5
2019-05-23 20:00:00,0,0,0,25.2,1004.6,53.8,0.0
2019-05-23 21:00:00,0,0,0,22.9,1005.0,68.5,0.0
2019-05-23 22:00:00,0,0,0,21.5,1005.6,73.1,0.0
2019-05-23 23:00:00,0,0,0,20.5,1005.5,78.7,0.0
2019-05-24 00:00:00,0,0,0,19.8,1005.2,80.0,0.0
2019-05-24 01:00:00,0,0,0,18.3,1005.3,84.1,0.0
2019-05-24 02:00:00,0,0,0,18.4,1005.0,84.0,0.0
2019-05-24 03:00:00,0,0,0,17.3,1004.8,83.4,0.0
2019-05-24 04:00:00,0,0,0,16.3,1004.7,84.0,0.0
2019-05-24 05:00:00,0,0,0,16.1,1004.9,82.0,0.0
2019-05-24 06:00:00,42,62,56,16.3,1005.2,81.8,2.68
2019-05-24 07:00:00,207,224,208,19.4,1005.2,83.2,15.67
2019-05-24 08:00:00,438,433,403,24.1,1005.4,68.0,36.01
2019-05-24 09:00:00,641,586,568,27.8,1005.6,53.6,53.31
2019-05-24 10:00:00,686,626,579,30.5,1005.0,41.5,56.73
2019-05-24 11:00:00,767,667,646,30.7,1004.8,44.1,69.66
2019-05-24 12:00:00,543,531,416,30.7,1004.2,47.5,49.61
2019-05-24 13:00:00,989,757,828,31.4,1003.3,44.9,80.02
2019-05-24 14:00:00,957,735,804,32.4,1002.6,43.0,74.11
2019-05-24 15:00:00,587,547,493,32.7,1002.0,42.6,51.91
2019-05-24 16:00:00,320,356,256,32.1,1001.4,48.2,27.33
2019-05-24 17:00:00,241,253,201,31.6,1000.9,53.7,20.53
2019-05-24 18:00:00,65,75,49,30.4,1000.8,58.7,5.73
2019-05-24 19:00:00,2,7,2,29.5,1000.9,66.6,0.06
2019-05-24 20:00:00,0,0,0,28.6,1001.2,70.9,0.0
2019-05-24 21:00:00,0,0,0,28.1,1001.6,72.1,0.0
2019-05-24 22:00:00,0,0,0,27.9,1001.7,73.6,0.0
2019-05-24 23:00:00,0,0,0,27.6,1001.7,74.4,0.0
2019-05-25 00:00:00,0,0,0,26.9,1001.2,76.8,0.0
2019-05-25 01:00:00,0,0,0,26.4,1000.4,78.9,0.0
2019-05-25 02:00:00,0,0,0,26.0,1000.2,80.4,0.0
2019-05-25 03:00:00,0,0,0,25.8,1000.1,81.5,0.0
2019-05-25 04:00:00,0,0,0,25.6,1000.4,82.8,0.0
2019-05-25 05:00:00,0,0,0,25.0,1000.4,84.6,0.0
2019-05-25 06:00:00,8,12,7,24.9,1000.4,85.1,0.52
2019-05-25 07:00:00,113,129,89,25.0,1000.5,84.2,10.42
2019-05-25 08:00:00,7,10,6,26.0,1001.4,83.2,0.42
2019-05-25 09:00:00,50,56,38,24.8,1001.5,83.9,4.83
2019-05-25 10:00:00,78,86,63,24.7,1001.5,82.1,8.17
2019-05-25 11:00:00,86,91,61,25.2,1001.8,84.2,10.01
2019-05-25 12:00:00,24,25,19,24.8,1001.5,83.6,2.35
2019-05-25 13:00:00,122,139,102,24.5,1000.4,76.5,11.7
2019-05-25 14:00:00,188,210,139,25.2,1000.5,77.7,21.38
2019-05-25 15:00:00,141,160,113,25.6,1000.2,84.9,11.49
2019-05-25 16:00:00,104,124,86,25.8,999.4,84.6,9.96
2019-05-25 17:00:00,18,21,15,24.7,999.8,85.0,1.04
2019-05-25 18:00:00,4,6,4,22.6,1000.0,78.3,0.08
2019-05-25 19:00:00,0,1,0,22.3,999.1,75.4,0.0
2019-05-25 20:00:00,0,0,0,22.2,999.2,74.4,0.0
2019-05-25 21:00:00,0,0,0,22.2,1000.2,73.7,0.0
2019-05-25 22:00:00,0,0,0,22.1,1000.7,73.7,0.0
2019-05-25 23:00:00,0,0,0,22.0,999.9,74.2,0.0
2019-05-26 00:00:00,0,0,0,22.0,999.0,74.6,0.0
2019-05-26 01:00:00,0,0,0,21.9,999.0,74.8,0.0
2019-05-26 02:00:00,0,0,0,21.6,997.9,74.7,0.0
2019-05-26 03:00:00,0,0,0,21.5,998.0,75.0,0.0
2019-05-26 04:00:00,0,0,0,21.6,998.0,75.5,0.0
2019-05-26 05:00:00,0,0,0,21.6,998.4,75.6,0.0
2019-05-26 06:00:00,5,6,4,21.5,998.5,75.7,0.02
2019-05-26 07:00:00,31,33,24,21.6,999.3,75.6,2.37
2019-05-26 08:00:00,124,132,96,21.8,1000.0,76.3,11.93
2019-05-26 09:00:00,111,115,88,22.0,1000.5,75.8,10.16
2019-05-26 10:00:00,141,149,113,22.3,1000.9,75.4,11.85
2019-05-26 11:00:00,402,415,315,22.9,1000.7,75.4,33.33
2019-05-26 12:00:00,268,287,214,23.2,1000.5,74.7,23.06
2019-05-26 13:00:00,566,465,446,25.5,999.5,84.6,62.07
2019-05-26 14:00:00,354,341,257,26.6,999.0,79.6,40.4
2019-05-26 15:00:00,243,236,175,27.5,998.5,76.1,39.84
2019-05-26 16:00:00,661,609,597,28.2,998.2,71.3,47.83
2019-05-26 17:00:00,373,368,362,29.2,998.1,68.2,27.43
2019-05-26 18:00:00,134,164,151,28.9,998.1,68.6,7.42
2019-05-26 19:00:00,11,18,11,27.6,998.4,76.7,0.61
2019-05-26 20:00:00,0,0,0,25.7,999.2,84.2,0.0
2019-05-26 21:00:00,0,0,0,24.7,1000.3,84.9,0.0
2019-05-26 22:00:00,0,0,0,24.2,1001.3,83.6,0.0
2019-05-26 23:00:00,0,0,0,23.5,1001.0,81.9,0.0
2019-05-27 00:00:00,0,0,0,23.2,1001.3,79.7,0.0
2019-05-27 01:00:00,0,0,0,22.9,1001.6,78.0,0.0
2019-05-27 02:00:00,0,0,0,22.4,1002.0,77.6,0.0
2019-05-27 03:00:00,0,0,0,22.4,1002.4,76.3,0.0
2019-05-27 04:00:00,0,0,0,22.1,1003.0,76.1,0.0
2019-05-27 05:00:00,0,0,0,22.1,1004.1,76.7,0.0
2019-05-27 06:00:00,42,47,37,22.3,1004.4,76.6,3.16
2019-05-27 07:00:00,176,195,163,24.2,1005.1,86.1,14.28
2019-05-27 08:00:00,399,404,358,25.4,1005.7,63.4,33.33
2019-05-27 09:00:00,610,581,541,26.9,1006.3,42.9,54.03
2019-05-27 10:00:00,794,699,690,27.3,1006.7,39.1,70.47
2019-05-27 11:00:00,888,754,757,27.9,1007.3,44.0,79.77
2019-05-27 12:00:00,956,778,807,28.1,1007.2,38.8,85.17
2019-05-27 13:00:00,961,767,798,28.7,1007.3,37.1,83.31
2019-05-27 14:00:00,830,707,701,28.9,1007.1,38.7,71.35
2019-05-27 15:00:00,725,649,633,28.9,1006.8,37.6,62.29
2019-05-27 16:00:00,536,519,477,28.6,1006.5,37.6,45.69
2019-05-27 17:00:00,325,331,296,28.1,1006.8,38.0,25.27
2019-05-27 18:00:00,120,138,115,27.3,1007.3,41.9,8.52
2019-05-27 19:00:00,10,16,9,26.2,1008.2,41.7,0.68
2019-05-27 20:00:00,0,0,0,25.1,1009.2,45.6,0.0
2019-05-27 21:00:00,0,0,0,24.0,1010.1,47.9,0.0
2019-05-27 22:00:00,0,0,0,23.0,1010.6,52.0,0.0
2019-05-27 23:00:00,0,0,0,22.3,1010.5,55.9,0.0
2019-05-28 00:00:00,0,0,0,22.2,1010.6,57.7,0.0
2019-05-28 01:00:00,0,0,0,21.4,1009.9,61.9,0.0
2019-05-28 02:00:00,0,0,0,20.8,1009.4,66.7,0.0
2019-05-28 03:00:00,0,0,0,20.4,1009.6,68.8,0.0
2019-05-28 04:00:00,0,0,0,20.1,1009.7,71.6,0.0
2019-05-28 05:00:00,0,0,0,19.6,1010.0,72.8,0.0
2019-05-28 06:00:00,54,71,56,19.6,1010.1,75.1,4.16
2019-05-28 07:00:00,205,227,197,21.5,1011.1,69.2,15.56
2019-05-28 08:00:00,442,446,408,22.6,1011.6,52.1,36.8
2019-05-28 09:00:00,648,610,588,23.7,1011.7,45.6,56.17
2019-05-28 10:00:00,839,718,740,25.0,1011.9,40.6,72.36
2019-05-28 11:00:00,938,768,820,25.9,1011.8,39.0,80.71
2019-05-28 12:00:00,1101,807,948,27.2,1011.4,34.5,88.23
2019-05-28 13:00:00,859,716,700,27.2,1010.8,28.3,76.97
2019-05-28 14:00:00,1038,784,898,28.2,1009.8,25.9,79.19
2019-05-28 15:00:00,381,405,301,27.8,1009.2,26.8,37.4
2019-05-28 16:00:00,383,395,312,26.8,1009.1,30.8,35.72
2019-05-28 17:00:00,135,150,105,26.3,1009.0,27.7,12.36
2019-05-28 18:00:00,27,35,21,25.8,1009.3,30.4,2.51
2019-05-28 19:00:00,0,1,0,24.4,1009.4,35.4,0.0
2019-05-28 20:00:00,0,0,0,23.6,1010.0,37.4,0.0
2019-05-28 21:00:00,0,0,0,22.6,1010.7,49.1,0.0
2019-05-28 22:00:00,0,0,0,21.8,1010.8,52.5,0.0
2019-05-28 23:00:00,0,0,0,20.5,1011.1,56.7,0.0
2019-05-29 00:00:00,0,0,0,19.9,1011.1,59.8,0.0
2019-05-29 01:00:00,0,0,0,19.4,1010.9,63.7,0.0
2019-05-29 02:00:00,0,0,0,18.6,1010.5,69.3,0.0
2019-05-29 03:00:00,0,0,0,16.6,1010.7,83.5,0.0
2019-05-29 04:00:00,0,0,0,16.2,1010.2,85.0,0.0
2019-05-29 05:00:00,0,0,0,16.2,1010.4,85.0,0.0
2019-05-29 06:00:00,14,19,12,16.3,1011.0,85.4,1.13
2019-05-29 07:00:00,56,62,45,16.8,1011.1,85.2,5.32
2019-05-29 08:00:00,105,114,83,17.6,1011.0,82.8,10.52
2019-05-29 09:00:00,648,610,588,23.7,1011.7,45.6,56.17
2019-05-29 10:00:00,839,718,740,25.0,1011.9,40.6,72.36
2019-05-29 11:00:00,938,768,820,25.9,1011.8,39.0,80.71
2019-05-29 12:00:00,1101,807,948,27.2,1011.4,34.5,88.23
2019-05-29 13:00:00,859,716,700,27.2,1010.8,28.3,76.97
2019-05-29 14:00:00,1038,784,898,28.2,1009.8,25.9,79.19
2019-05-29 15:00:00,381,405,301,27.8,1009.2,26.8,37.4
2019-05-29 16:00:00,383,395,312,26.8,1009.1,30.8,35.72
2019-05-29 17:00:00,135,150,105,26.3,1009.0,27.7,12.36
2019-05-29 18:00:00,33,40,27,20.0,1007.4,83.3,2.93
2019-05-29 19:00:00,1,6,2,19.7,1007.5,84.4,0.0
2019-05-29 20:00:00,0,0,0,19.3,1007.9,84.2,0.0
2019-05-29 21:00:00,0,0,0,19.4,1008.0,83.4,0.0
2019-05-29 22:00:00,0,0,0,19.1,1008.2,85.1,0.0
2019-05-29 23:00:00,0,0,0,18.8,1008.5,85.3,0.0
2019-05-30 00:00:00,0,0,0,18.8,1008.5,85.1,0.0
2019-05-30 01:00:00,0,0,0,17.8,1008.2,84.9,0.0
2019-05-30 02:00:00,0,0,0,17.6,1008.1,82.6,0.0
2019-05-30 03:00:00,0,0,0,17.2,1007.8,80.6,0.0
2019-05-30 04:00:00,0,0,0,16.4,1007.8,80.8,0.0
2019-05-30 05:00:00,0,0,0,16.7,1007.7,79.8,0.0
2019-05-30 06:00:00,9,12,7,16.4,1007.9,79.3,0.54
2019-05-30 07:00:00,31,34,24,16.6,1007.9,78.8,2.76
2019-05-30 08:00:00,55,61,46,15.9,1008.2,79.8,4.75
2019-05-30 09:00:00,136,145,107,16.9,1007.8,80.2,13.15
2019-05-30 10:00:00,74,80,59,17.6,1008.0,85.3,8.55
2019-05-30 11:00:00,100,109,78,18.0,1007.9,86.1,10.5
2019-05-30 12:00:00,175,192,136,18.4,1007.0,85.9,17.54
2019-05-30 13:00:00,82,91,66,18.6,1006.7,86.0,8.32
2019-05-30 14:00:00,72,78,57,19.0,1006.0,85.6,6.86
2019-05-30 15:00:00,97,107,77,19.4,1005.6,84.6,8.67
2019-05-30 16:00:00,46,51,36,19.4,1005.3,85.1,4.56
2019-05-30 17:00:00,29,34,24,19.3,1005.3,85.5,2.46
2019-05-30 18:00:00,14,17,12,19.3,1005.4,85.8,0.99
2019-05-30 19:00:00,1,3,1,19.2,1005.6,86.1,0.0
2019-05-30 20:00:00,0,0,0,19.0,1006.0,85.5,0.0
2019-05-30 21:00:00,0,0,0,19.0,1006.4,84.5,0.0
2019-05-30 22:00:00,0,0,0,18.8,1006.9,84.7,0.0
2019-05-30 23:00:00,0,0,0,18.7,1007.2,84.4,0.0
2019-05-31 00:00:00,0,0,0,18.5,1007.2,83.0,0.0
2019-05-31 01:00:00,0,0,0,18.3,1007.0,81.7,0.0
2019-05-31 02:00:00,0,0,0,18.5,1006.8,80.4,0.0
2019-05-31 03:00:00,0,0,0,18.4,1006.7,80.0,0.0
2019-05-31 04:00:00,0,0,0,18.5,1006.4,79.8,0.0
2019-05-31 05:00:00,0,0,0,18.3,1006.8,80.4,0.0
2019-05-31 06:00:00,32,37,27,18.1,1007.0,80.2,2.69
2019-05-31 07:00:00,248,274,232,19.4,1007.2,79.8,19.65
2019-05-31 08:00:00,365,407,336,20.9,1007.6,85.5,30.18
2019-05-31 09:00:00,593,583,528,22.3,1007.7,78.7,46.24
2019-05-31 10:00:00,854,718,740,23.6,1007.8,75.4,73.2
2019-05-31 11:00:00,953,772,830,24.9,1007.5,70.1,80.2
2019-05-31 12:00:00,593,565,503,27.0,1007.1,62.2,49.37
2019-05-31 13:00:00,792,668,667,28.5,1006.5,57.7,66.79
2019-05-31 14:00:00,655,602,522,28.9,1005.5,55.4,56.92
2019-05-31 15:00:00,497,498,382,28.9,1004.9,56.1,43.58
2019-05-31 16:00:00,462,476,370,28.3,1004.3,59.7,44.5
2019-05-31 17:00:00,218,224,177,27.9,1004.0,61.3,18.7
2019-05-31 18:00:00,62,62,55,27.7,1003.6,63.3,4.98
2019-05-31 19:00:00,7,11,6,26.1,1004.4,73.0,0.4
2019-05-31 20:00:00,0,0,0,25.1,1005.0,77.3,0.0
2019-05-31 21:00:00,0,0,0,24.0,1005.7,82.8,0.0
2019-05-31 22:00:00,0,0,0,23.5,1006.2,84.1,0.0
2019-05-31 23:00:00,0,0,0,23.0,1006.2,83.7,0.0
2019-06-01 00:00:00,0,0,0,22.4,1005.9,82.1,0.0
2019-06-01 01:00:00,0,0,0,22.0,1005.3,79.4,0.0
2019-06-01 02:00:00,0,0,0,21.7,1004.7,77.9,0.0
