date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Power (MW)
2019-08-15 15:00:00,1054,4,178,38.9,898.6,39.549534
2019-08-15 16:00:00,370,4,282,39.2,898.1,17.062933
2019-08-15 17:00:00,192,1,181,38.8,897.8,8.583333
2019-08-15 18:00:00,106,0,93,38.3,896.6,4.3932
2019-08-15 19:00:00,78,1,74,37.8,896.9,3.1436
2019-08-15 20:00:00,17,0,15,36.7,897.0,0.377933
2019-08-15 21:00:00,0,1,0,35.1,897.5,0.0
2019-08-15 22:00:00,0,0,0,33.4,898.2,0.0
2019-08-15 23:00:00,0,1,0,32.3,898.7,0.0
2019-08-16 00:00:00,0,0,0,32.1,899.4,0.0
2019-08-16 01:00:00,0,0,0,30.7,899.9,0.0
2019-08-16 02:00:00,0,0,0,29.8,900.0,0.0
2019-08-16 03:00:00,0,0,0,29.4,900.4,0.0
2019-08-16 04:00:00,0,1,0,28.8,901.1,0.0
2019-08-16 05:00:00,0,1,0,28.9,901.4,0.0
2019-08-16 06:00:00,0,0,0,27.9,901.8,0.0
2019-08-16 07:00:00,15,0,16,27.1,902.1,0.130533
2019-08-16 08:00:00,123,0,62,27.8,902.9,3.372867
2019-08-16 09:00:00,354,0,87,29.8,903.6,12.237933
2019-08-16 10:00:00,621,0,108,31.5,903.5,23.535732
2019-08-16 11:00:00,800,0,110,32.0,903.7,29.220333
2019-08-16 12:00:00,914,0,127,32.7,903.9,32.888798
2019-08-16 13:00:00,984,1,128,33.1,903.4,30.310865
2019-08-16 14:00:00,1014,1,126,34.4,903.3,28.784266
2019-08-16 15:00:00,989,2,118,34.9,903.0,23.939865
2019-08-16 16:00:00,860,6,120,35.3,902.2,21.808466
2019-08-16 17:00:00,657,502,113,35.2,902.0,20.434067
2019-08-16 18:00:00,444,6,94,34.7,901.7,17.126598
2019-08-16 19:00:00,178,2,66,33.6,901.3,6.295133
2019-08-16 20:00:00,40,1,27,32.2,901.7,0.9184
2019-08-16 21:00:00,0,1,0,30.6,901.8,0.0
2019-08-16 22:00:00,0,0,0,29.5,902.2,0.0
2019-08-16 23:00:00,0,0,0,28.8,902.2,0.0
2019-08-17 00:00:00,0,0,0,28.2,902.2,0.0
2019-08-17 01:00:00,0,0,0,27.5,901.8,0.0
2019-08-17 02:00:00,0,0,0,26.8,901.9,0.0
2019-08-17 03:00:00,0,0,0,26.4,901.6,0.0
2019-08-17 04:00:00,0,0,0,26.0,901.5,0.0
2019-08-17 05:00:00,0,0,0,25.4,901.3,0.0
2019-08-17 06:00:00,0,0,0,25.0,901.3,0.0
2019-08-17 07:00:00,16,0,13,24.1,901.4,0.109
2019-08-17 08:00:00,117,0,57,25.1,901.4,3.066733
2019-08-17 09:00:00,357,0,84,26.5,901.5,13.054667
2019-08-17 10:00:00,701,0,154,28.7,901.5,20.3918
2019-08-17 11:00:00,830,0,96,31.4,901.0,27.644867
2019-08-17 12:00:00,625,3,150,32.1,900.1,34.2482
2019-08-17 13:00:00,1026,3,120,32.4,899.2,27.252266
2019-08-17 14:00:00,1017,0,156,34.3,898.4,28.194132
2019-08-17 15:00:00,843,2,295,35.0,897.1,23.032665
2019-08-17 16:00:00,876,6,234,34.8,896.7,25.623865
2019-08-17 17:00:00,451,133,214,35.1,895.6,22.5174
2019-08-17 18:00:00,220,5,136,34.8,895.3,11.1288
2019-08-17 19:00:00,148,2,82,34.4,895.5,4.947867
2019-08-17 20:00:00,14,0,13,33.3,896.1,0.361933
2019-08-17 21:00:00,0,0,0,32.5,896.6,0.0
2019-08-17 22:00:00,0,0,0,32.1,897.8,0.0
2019-08-17 23:00:00,0,0,0,31.6,898.7,0.0
2019-08-18 00:00:00,0,1,0,30.6,898.5,0.0
2019-08-18 01:00:00,0,0,0,30.0,898.7,0.0
2019-08-18 02:00:00,0,0,0,29.2,898.5,0.0
2019-08-18 03:00:00,0,0,0,28.3,899.1,0.0
2019-08-18 04:00:00,0,0,0,28.4,899.7,0.0
2019-08-18 05:00:00,0,0,0,27.9,900.2,0.0
2019-08-18 06:00:00,0,1,0,27.1,900.3,0.0
2019-08-18 07:00:00,13,0,11,26.1,900.9,0.128733
2019-08-18 08:00:00,80,0,68,27.1,901.4,3.043867
2019-08-18 09:00:00,104,0,98,28.3,902.0,5.046933
2019-08-18 10:00:00,141,0,123,28.7,902.3,5.9978
2019-08-18 11:00:00,225,1,192,29.9,902.7,9.4936
2019-08-18 12:00:00,402,1,310,31.6,902.4,17.749866
2019-08-18 13:00:00,245,2,155,27.9,902.1,8.9416
2019-08-18 14:00:00,499,3,362,28.5,902.2,21.223
2019-08-18 15:00:00,614,2,310,29.6,901.9,27.831732
2019-08-18 16:00:00,539,4,353,29.9,902.1,20.451065
2019-08-18 17:00:00,388,23,288,32.0,901.5,15.719466
2019-08-18 18:00:00,163,2,125,31.9,901.5,6.646933
2019-08-18 19:00:00,36,1,31,30.5,901.9,1.215133
2019-08-18 20:00:00,3,1,3,27.2,902.7,0.0
2019-08-18 21:00:00,0,0,0,24.9,903.3,0.0
2019-08-18 22:00:00,0,0,0,24.5,904.2,0.0
2019-08-18 23:00:00,0,0,0,24.0,904.5,0.0
2019-08-19 00:00:00,0,0,0,23.5,904.3,0.0
2019-08-19 01:00:00,0,0,0,23.5,905.0,0.0
2019-08-19 02:00:00,0,0,0,23.3,905.8,0.0
2019-08-19 03:00:00,0,0,0,22.9,906.2,0.0
2019-08-19 04:00:00,0,1,0,22.7,907.1,0.0
2019-08-19 05:00:00,0,0,0,20.5,908.9,0.0
2019-08-19 06:00:00,0,1,0,18.7,909.7,0.0
2019-08-19 07:00:00,0,0,0,18.1,909.6,0.0
2019-08-19 08:00:00,32,0,30,18.4,910.6,0.983
2019-08-19 09:00:00,94,0,96,19.3,911.0,3.9794
2019-08-19 10:00:00,293,0,245,21.0,911.6,14.227866
2019-08-19 11:00:00,708,1,294,23.1,911.6,24.5138
2019-08-19 12:00:00,885,0,187,24.9,911.3,26.4238
2019-08-19 13:00:00,950,1,173,26.1,910.8,32.8988
2019-08-19 14:00:00,986,0,163,26.9,910.8,40.486668
2019-08-19 15:00:00,409,2,212,28.0,910.5,21.194532
2019-08-19 16:00:00,843,9,166,28.7,909.9,25.118666
2019-08-19 17:00:00,647,328,147,29.1,909.3,26.063267
2019-08-19 18:00:00,414,6,142,29.7,909.2,16.155533
2019-08-19 19:00:00,160,2,84,29.7,908.9,5.976333
2019-08-19 20:00:00,31,1,25,28.9,909.0,0.908533
2019-08-19 21:00:00,0,0,0,28.0,909.7,0.0
2019-08-19 22:00:00,0,0,0,26.5,910.4,0.0
2019-08-19 23:00:00,0,0,0,25.9,910.8,0.0
2019-08-20 00:00:00,0,0,0,25.3,911.2,0.0
2019-08-20 01:00:00,0,0,0,24.7,911.8,0.0
2019-08-20 02:00:00,0,0,0,23.7,912.0,0.0
2019-08-20 03:00:00,0,0,0,23.0,911.9,0.0
2019-08-20 04:00:00,0,0,0,21.7,912.0,0.0
2019-08-20 05:00:00,0,0,0,21.3,911.9,0.0
2019-08-20 06:00:00,0,0,0,22.2,911.9,0.0
2019-08-20 07:00:00,14,0,10,21.4,912.0,0.051733
2019-08-20 08:00:00,160,0,95,22.9,912.6,4.7066
2019-08-20 09:00:00,343,0,99,24.7,912.3,13.459799
2019-08-20 10:00:00,633,0,104,26.0,912.5,24.884932
2019-08-20 11:00:00,820,0,91,27.1,912.5,34.121532
2019-08-20 12:00:00,920,0,109,27.8,912.3,37.094334
2019-08-20 13:00:00,944,0,138,29.1,911.6,41.195133
2019-08-20 14:00:00,563,7,169,29.1,911.2,41.603664
2019-08-20 15:00:00,801,4,201,30.1,910.5,31.346664
2019-08-20 16:00:00,418,7,236,30.3,909.6,22.692932
2019-08-20 17:00:00,247,4,195,30.4,909.3,11.1626
2019-08-20 18:00:00,373,1,191,30.5,909.0,9.889333
2019-08-20 19:00:00,185,1,115,30.4,908.8,6.168667
2019-08-20 20:00:00,24,1,22,29.5,909.1,0.838133
2019-08-20 21:00:00,0,0,0,28.1,909.8,0.0
2019-08-20 22:00:00,0,1,0,26.4,910.5,0.0
2019-08-20 23:00:00,0,0,0,26.6,910.5,0.0
2019-08-21 00:00:00,0,0,0,26.6,910.7,0.0
2019-08-21 01:00:00,0,1,0,25.6,910.5,0.0
2019-08-21 02:00:00,0,0,0,25.0,910.8,0.0
2019-08-21 03:00:00,0,0,0,25.5,910.9,0.0
2019-08-21 04:00:00,0,0,0,24.3,910.7,0.0
2019-08-21 05:00:00,0,0,0,24.7,910.6,0.0
2019-08-21 06:00:00,0,0,0,24.0,910.6,0.0
2019-08-21 07:00:00,7,0,6,22.8,911.4,0.012867
2019-08-21 08:00:00,61,1,43,23.4,911.3,1.789667
2019-08-21 09:00:00,145,2,86,25.3,911.3,7.905467
2019-08-21 10:00:00,413,0,282,26.4,911.9,15.292999
2019-08-21 11:00:00,497,1,344,27.5,912.1,19.5024
2019-08-21 12:00:00,631,0,284,29.3,911.9,32.175
2019-08-21 13:00:00,1011,0,262,30.6,911.1,33.140064
2019-08-21 14:00:00,672,0,274,32.0,910.5,29.343666
2019-08-21 15:00:00,891,2,189,32.4,909.7,25.357533
2019-08-21 16:00:00,799,7,162,32.8,909.0,31.032131
2019-08-21 17:00:00,453,123,156,32.5,908.7,20.007732
2019-08-21 18:00:00,394,6,217,32.5,908.3,15.989933
2019-08-21 19:00:00,112,1,86,31.8,908.2,4.5598
2019-08-21 20:00:00,19,0,17,30.2,908.3,0.4778
2019-08-21 21:00:00,0,0,0,28.5,909.1,0.0
2019-08-21 22:00:00,0,0,0,27.6,909.8,0.0
2019-08-21 23:00:00,0,0,0,27.2,909.9,0.0
2019-08-22 00:00:00,0,1,0,26.5,910.0,0.0
2019-08-22 01:00:00,0,1,0,26.3,909.8,0.0
2019-08-22 02:00:00,0,0,0,24.4,909.8,0.0
2019-08-22 03:00:00,0,1,0,23.2,910.2,0.0
2019-08-22 04:00:00,0,0,0,24.4,909.5,0.0
2019-08-22 05:00:00,0,0,0,22.5,909.5,0.0
2019-08-22 06:00:00,0,0,0,22.7,909.5,0.0
2019-08-22 07:00:00,7,0,6,22.6,909.9,0.0182
2019-08-22 08:00:00,90,0,78,22.6,910.5,3.133267
2019-08-22 09:00:00,285,0,185,25.4,910.5,11.347133
2019-08-22 10:00:00,742,0,179,27.9,910.4,17.855066
2019-08-22 11:00:00,546,0,218,28.7,910.2,26.338999
2019-08-22 12:00:00,565,1,302,29.5,910.0,31.403399
2019-08-22 13:00:00,782,3,408,30.4,909.5,28.7848
2019-08-22 14:00:00,851,1,272,31.7,909.0,26.868067
2019-08-22 15:00:00,966,3,319,32.1,908.2,27.159332
2019-08-22 16:00:00,646,5,203,32.6,907.8,27.6146
2019-08-22 17:00:00,634,201,178,33.6,907.1,26.284933
2019-08-22 18:00:00,225,6,159,33.1,906.8,8.840466
2019-08-22 19:00:00,135,2,55,33.1,906.3,6.073467
2019-08-22 20:00:00,15,1,11,31.9,906.1,0.304133
2019-08-22 21:00:00,0,0,0,30.9,906.5,0.0
2019-08-22 22:00:00,0,1,0,29.5,907.1,0.0
2019-08-22 23:00:00,0,1,0,28.0,907.5,0.0
2019-08-23 00:00:00,0,0,0,27.5,907.6,0.0
2019-08-23 01:00:00,0,0,0,26.1,907.5,0.0
2019-08-23 02:00:00,0,0,0,25.2,907.5,0.0
2019-08-23 03:00:00,0,1,0,24.5,907.4,0.0
2019-08-23 04:00:00,0,0,0,23.6,907.7,0.0
2019-08-23 05:00:00,0,0,0,23.4,907.5,0.0
2019-08-23 06:00:00,0,0,0,23.1,907.9,0.0
2019-08-23 07:00:00,8,0,7,22.8,908.3,0.017
2019-08-23 08:00:00,110,0,69,24.1,908.9,3.2846
2019-08-23 09:00:00,319,0,116,26.4,909.1,11.546866
2019-08-23 10:00:00,595,0,143,29.4,909.1,22.432533
2019-08-23 11:00:00,773,0,150,30.5,908.9,31.285198
2019-08-23 12:00:00,924,4,157,31.2,908.7,37.203598
2019-08-23 13:00:00,966,0,194,32.3,908.0,36.212666
2019-08-23 14:00:00,277,7,184,32.5,907.1,24.487333
2019-08-23 15:00:00,1008,2,137,34.0,906.6,36.7896
2019-08-23 16:00:00,852,7,124,34.0,906.2,33.608532
2019-08-23 17:00:00,668,213,102,33.2,905.7,26.907665
2019-08-23 18:00:00,431,4,85,33.5,905.7,16.641333
2019-08-23 19:00:00,164,1,56,33.4,905.6,5.816
2019-08-23 20:00:00,25,1,17,32.3,905.8,0.543667
2019-08-23 21:00:00,0,0,0,30.7,906.5,0.0
2019-08-23 22:00:00,0,1,0,29.6,907.2,0.0
2019-08-23 23:00:00,0,0,0,29.3,907.5,0.0
2019-08-24 00:00:00,0,0,0,29.2,907.5,0.0
2019-08-24 01:00:00,0,0,0,26.2,907.5,0.0
2019-08-24 02:00:00,0,0,0,25.6,907.7,0.0
2019-08-24 03:00:00,0,0,0,25.2,907.5,0.0
2019-08-24 04:00:00,0,1,0,24.5,907.4,0.0
2019-08-24 05:00:00,0,0,0,25.1,907.4,0.0
2019-08-24 06:00:00,0,1,0,22.9,907.5,0.0
2019-08-24 07:00:00,8,0,6,22.0,908.0,0.011067
2019-08-24 08:00:00,112,0,47,25.9,908.1,2.6968
2019-08-24 09:00:00,356,0,70,28.2,908.1,13.043866
2019-08-24 10:00:00,647,0,86,29.6,908.4,24.331932
2019-08-24 11:00:00,810,0,96,30.8,908.3,33.202198
2019-08-24 12:00:00,909,0,102,32.0,908.5,38.65193
2019-08-24 13:00:00,974,0,122,33.0,908.0,40.584866
2019-08-24 14:00:00,1006,0,141,34.1,907.5,34.690998
2019-08-24 15:00:00,983,2,105,34.9,906.6,39.094997
2019-08-24 16:00:00,847,6,112,35.0,905.9,32.5526
2019-08-24 17:00:00,710,173,108,34.8,905.4,25.904865
2019-08-24 18:00:00,444,5,73,34.8,905.0,17.094398
2019-08-24 19:00:00,178,2,52,34.5,905.2,6.0796
2019-08-24 20:00:00,28,1,15,33.2,905.1,0.462
2019-08-24 21:00:00,0,1,0,31.0,905.5,0.0
2019-08-24 22:00:00,0,0,0,29.4,906.2,0.0
2019-08-24 23:00:00,0,0,0,28.1,906.5,0.0
2019-08-25 00:00:00,0,0,0,27.5,906.8,0.0
2019-08-25 01:00:00,0,0,0,26.9,906.9,0.0
2019-08-25 02:00:00,0,0,0,26.1,906.7,0.0
2019-08-25 03:00:00,0,0,0,26.1,906.3,0.0
2019-08-25 04:00:00,0,0,0,26.0,906.3,0.0
2019-08-25 05:00:00,0,0,0,25.6,906.8,0.0
2019-08-25 06:00:00,0,0,0,24.8,906.9,0.0
2019-08-25 07:00:00,7,0,7,24.0,907.4,0.012867
2019-08-25 08:00:00,133,0,89,24.8,908.1,4.177933
2019-08-25 09:00:00,356,0,73,25.8,908.2,13.347999
2019-08-25 10:00:00,645,0,139,26.9,910.0,24.275066
2019-08-25 11:00:00,821,0,113,28.2,910.7,30.0232
2019-08-25 12:00:00,930,0,118,29.4,910.5,30.701332
2019-08-25 13:00:00,433,3,307,30.6,909.8,24.813665
2019-08-25 14:00:00,978,0,260,30.8,909.7,34.228466
2019-08-25 15:00:00,875,1,224,31.2,909.0,33.9766
2019-08-25 16:00:00,612,8,220,30.6,908.8,22.910599
2019-08-25 17:00:00,676,122,134,30.7,908.8,26.456133
2019-08-25 18:00:00,502,5,117,30.4,908.8,17.242266
2019-08-25 19:00:00,99,2,72,28.9,908.7,4.0684
2019-08-25 20:00:00,39,1,28,27.6,909.2,0.8366
2019-08-25 21:00:00,0,0,0,26.2,909.8,0.0
2019-08-25 22:00:00,0,0,0,25.2,910.6,0.0
2019-08-25 23:00:00,0,1,0,24.7,911.0,0.0
2019-08-26 00:00:00,0,1,0,24.2,911.0,0.0
2019-08-26 01:00:00,0,0,0,23.8,910.9,0.0
2019-08-26 02:00:00,0,0,0,23.6,910.7,0.0
2019-08-26 03:00:00,0,0,0,23.4,910.4,0.0
2019-08-26 04:00:00,0,0,0,23.5,910.4,0.0
2019-08-26 05:00:00,0,0,0,23.2,910.6,0.0
2019-08-26 06:00:00,0,0,0,22.7,910.9,0.0
2019-08-26 07:00:00,6,0,7,22.5,911.5,0.005467
2019-08-26 08:00:00,90,0,57,23.7,912.3,2.771733
2019-08-26 09:00:00,182,1,157,25.0,912.6,8.5292
2019-08-26 10:00:00,237,0,179,26.1,912.3,8.6298
2019-08-26 11:00:00,985,0,227,28.5,912.1,37.307198
2019-08-26 12:00:00,937,0,133,29.9,911.7,39.037865
2019-08-26 13:00:00,935,3,225,31.5,911.0,27.8144
2019-08-26 14:00:00,761,0,346,32.9,910.5,21.900932
2019-08-26 15:00:00,1120,2,186,33.0,909.8,16.051733
2019-08-26 16:00:00,971,4,156,33.4,909.5,36.053734
2019-08-26 17:00:00,806,100,235,33.2,909.2,23.373865
2019-08-26 18:00:00,165,2,133,32.7,909.0,7.575
2019-08-26 19:00:00,23,0,19,31.8,909.2,0.5628
2019-08-26 20:00:00,2,0,2,30.5,909.9,0.0
2019-08-26 21:00:00,0,1,0,29.5,910.7,0.0
2019-08-26 22:00:00,0,1,0,27.5,910.6,0.0
2019-08-26 23:00:00,0,0,0,26.8,910.4,0.0
2019-08-27 00:00:00,0,0,0,25.9,910.2,0.0
2019-08-27 01:00:00,0,0,0,25.5,910.3,0.0
2019-08-27 02:00:00,0,1,0,23.3,910.3,0.0
2019-08-27 03:00:00,0,0,0,22.6,910.0,0.0
2019-08-27 04:00:00,0,1,0,21.9,909.9,0.0
2019-08-27 05:00:00,0,0,0,21.6,910.2,0.0
2019-08-27 06:00:00,0,0,0,21.5,910.2,0.0
2019-08-27 07:00:00,5,0,4,22.5,910.6,0.0
2019-08-27 08:00:00,109,0,39,22.9,911.0,2.558733
2019-08-27 09:00:00,352,0,56,25.0,911.1,13.451666
2019-08-27 10:00:00,656,0,68,27.8,911.1,24.775066
2019-08-27 11:00:00,818,0,73,30.5,911.1,32.5778
2019-08-27 12:00:00,915,0,78,32.1,910.7,37.536934
2019-08-27 13:00:00,980,0,98,33.7,909.9,40.305866
2019-08-27 14:00:00,1009,4,100,34.1,909.2,40.880066
2019-08-27 15:00:00,1002,1,89,35.3,908.6,38.6058
2019-08-27 16:00:00,879,4,95,36.0,908.1,33.833466
2019-08-27 17:00:00,683,66,109,35.1,907.6,27.2564
2019-08-27 18:00:00,438,3,96,35.6,907.1,16.917067
2019-08-27 19:00:00,162,3,54,35.0,906.9,5.568533
2019-08-27 20:00:00,23,1,10,34.0,907.0,0.250333
2019-08-27 21:00:00,0,1,0,31.1,907.7,0.0
2019-08-27 22:00:00,0,1,0,29.6,908.6,0.0
2019-08-27 23:00:00,0,0,0,28.7,908.9,0.0
2019-08-28 00:00:00,0,0,0,28.0,908.9,0.0
2019-08-28 01:00:00,0,0,0,28.1,909.0,0.0
2019-08-28 02:00:00,0,2,0,27.0,909.2,0.0
2019-08-28 03:00:00,0,0,0,26.3,908.8,0.0
2019-08-28 04:00:00,0,0,0,26.1,909.0,0.0
2019-08-28 05:00:00,0,0,0,26.0,909.5,0.0
2019-08-28 06:00:00,0,0,0,26.2,909.6,0.0
2019-08-28 07:00:00,5,0,4,24.9,910.2,0.0
2019-08-28 08:00:00,111,0,41,25.8,910.6,2.604867
2019-08-28 09:00:00,359,0,59,28.8,911.3,13.247
2019-08-28 10:00:00,656,0,72,31.1,911.3,24.188799
2019-08-28 11:00:00,813,0,81,33.5,911.1,32.179066
2019-08-28 12:00:00,908,0,87,35.4,910.6,37.091866
2019-08-28 13:00:00,679,12,185,35.1,909.9,28.963331
2019-08-28 14:00:00,1024,0,149,36.6,909.4,31.999933
2019-08-28 15:00:00,1007,1,131,37.1,908.6,31.806665
2019-08-28 16:00:00,871,7,142,37.7,907.5,33.4682
2019-08-28 17:00:00,665,40,153,37.4,907.1,26.369066
2019-08-28 18:00:00,436,4,133,37.1,906.5,16.473799
2019-08-28 19:00:00,159,2,67,36.8,906.3,5.355533
2019-08-28 20:00:00,10,1,8,35.6,906.2,0.134533
2019-08-28 21:00:00,0,1,0,33.6,906.7,0.0
2019-08-28 22:00:00,0,0,0,32.9,907.3,0.0
2019-08-28 23:00:00,0,0,0,31.2,907.8,0.0
2019-08-29 00:00:00,0,0,0,29.7,907.7,0.0
2019-08-29 01:00:00,0,2,0,28.1,907.7,0.0
2019-08-29 02:00:00,0,0,0,28.7,908.1,0.0
2019-08-29 03:00:00,0,0,0,26.6,908.2,0.0
2019-08-29 04:00:00,0,0,0,28.0,908.0,0.0
2019-08-29 05:00:00,0,0,0,29.1,908.1,0.0
2019-08-29 06:00:00,0,0,0,28.7,908.0,0.0
2019-08-29 07:00:00,0,2,0,27.2,908.2,0.0
2019-08-29 08:00:00,32,0,28,28.8,908.7,0.953133
2019-08-29 09:00:00,114,2,95,29.2,909.1,4.646667
2019-08-29 10:00:00,283,0,230,30.7,909.2,12.260333
2019-08-29 11:00:00,764,0,220,34.9,908.8,24.512133
2019-08-29 12:00:00,1070,0,308,36.6,908.9,30.238932
2019-08-29 13:00:00,566,0,365,36.8,908.3,19.666332
2019-08-29 14:00:00,539,4,345,36.3,907.8,21.206999
2019-08-29 15:00:00,422,9,291,36.6,907.5,26.666332
2019-08-29 16:00:00,995,9,333,37.8,906.7,25.995066
2019-08-29 17:00:00,705,26,234,37.7,906.3,26.095066
2019-08-29 18:00:00,129,3,75,36.6,906.0,5.719133
2019-08-29 19:00:00,62,3,45,36.7,905.9,3.584
2019-08-29 20:00:00,7,1,5,35.3,906.0,0.0766
2019-08-29 21:00:00,0,0,0,34.4,906.4,0.0
2019-08-29 22:00:00,0,0,0,34.3,907.0,0.0
2019-08-29 23:00:00,0,1,0,33.0,907.1,0.0
2019-08-30 00:00:00,0,0,0,31.4,907.1,0.0
2019-08-30 01:00:00,0,1,0,30.5,907.0,0.0
2019-08-30 02:00:00,0,0,0,29.4,907.0,0.0
2019-08-30 03:00:00,0,0,0,29.0,906.6,0.0
2019-08-30 04:00:00,0,1,0,28.4,906.5,0.0
2019-08-30 05:00:00,0,0,0,26.0,906.7,0.0
2019-08-30 06:00:00,0,0,0,27.1,906.4,0.0
2019-08-30 07:00:00,1,0,1,23.4,906.9,0.0
2019-08-30 08:00:00,95,0,45,27.0,907.0,2.420133
2019-08-30 09:00:00,346,0,82,29.5,907.4,10.220466
2019-08-30 10:00:00,373,0,142,32.3,907.5,13.130799
2019-08-30 11:00:00,822,0,138,34.2,907.7,30.572199
2019-08-30 12:00:00,910,0,133,35.4,907.1,36.286198
2019-08-30 13:00:00,979,3,159,36.3,906.5,39.030533
2019-08-30 14:00:00,1000,0,214,37.2,905.8,39.6788
2019-08-30 15:00:00,1003,1,211,38.1,905.2,38.719067
2019-08-30 16:00:00,902,8,261,37.6,904.6,34.514065
2019-08-30 17:00:00,670,20,284,37.8,904.2,26.253332
2019-08-30 18:00:00,436,5,231,37.9,903.8,16.283533
2019-08-30 19:00:00,149,1,94,37.8,903.9,5.167267
2019-08-30 20:00:00,10,1,6,36.0,903.8,0.131533
2019-08-30 21:00:00,0,0,0,34.6,904.2,0.0
2019-08-30 22:00:00,0,0,0,33.9,905.0,0.0
2019-08-30 23:00:00,0,1,0,31.5,905.0,0.0
2019-08-31 00:00:00,0,1,0,30.0,904.7,0.0
2019-08-31 01:00:00,0,1,0,28.3,905.1,0.0
2019-08-31 02:00:00,0,0,0,27.8,904.7,0.0
2019-08-31 03:00:00,0,0,0,28.1,904.5,0.0
2019-08-31 04:00:00,0,0,0,29.2,904.5,0.0
2019-08-31 05:00:00,0,1,0,28.3,904.4,0.0
2019-08-31 06:00:00,0,0,0,28.0,904.3,0.0
2019-08-31 07:00:00,2,0,2,28.7,904.5,0.0
2019-08-31 08:00:00,107,0,39,28.3,904.7,2.6098
2019-08-31 09:00:00,365,0,65,30.6,904.7,13.182733
2019-08-31 10:00:00,661,0,86,33.3,904.5,24.279467
2019-08-31 11:00:00,826,0,105,35.7,904.3,32.495064
2019-08-31 12:00:00,929,2,130,36.3,903.9,37.999866
2019-08-31 13:00:00,989,1,178,37.4,903.2,40.185066
2019-08-31 14:00:00,1013,1,237,37.7,902.5,39.836933
2019-08-31 15:00:00,994,0,283,38.6,901.9,38.179466
2019-08-31 16:00:00,889,6,347,38.2,901.0,33.876133
2019-08-31 17:00:00,673,15,372,39.3,900.6,26.458532
2019-08-31 18:00:00,419,4,267,38.7,900.2,16.241934
2019-08-31 19:00:00,117,1,80,38.8,899.8,3.505667
2019-08-31 20:00:00,0,1,1,37.2,899.5,0.0
2019-08-31 21:00:00,0,0,0,35.8,900.0,0.0
2019-08-31 22:00:00,0,1,0,33.2,900.9,0.0
2019-08-31 23:00:00,0,1,0,31.0,901.5,0.0
2019-09-01 00:00:00,0,1,0,30.3,901.8,0.0
2019-09-01 01:00:00,0,0,0,30.7,901.9,0.0
2019-09-01 02:00:00,0,0,0,31.2,902.0,0.0
2019-09-01 03:00:00,0,1,0,30.6,902.1,0.0
2019-09-01 04:00:00,0,0,0,28.2,902.9,0.0
2019-09-01 05:00:00,0,0,0,27.7,903.3,0.0
2019-09-01 06:00:00,0,0,0,26.7,904.0,0.0
2019-09-01 07:00:00,2,2,2,24.8,904.8,0.0
2019-09-01 08:00:00,87,0,75,24.5,905.4,2.873933
2019-09-01 09:00:00,116,0,99,27.4,905.5,5.987467
2019-09-01 10:00:00,282,0,152,29.5,905.8,8.292466
2019-09-01 11:00:00,862,0,145,33.1,905.8,16.876
2019-09-01 12:00:00,666,1,197,34.4,905.3,29.248333
2019-09-01 13:00:00,1029,0,268,35.7,904.4,40.52793
2019-09-01 14:00:00,877,0,372,36.6,903.8,34.5038
2019-09-01 15:00:00,688,3,377,36.5,903.2,31.479933
2019-09-01 16:00:00,514,6,348,36.8,902.5,20.6668
2019-09-01 17:00:00,453,10,309,37.2,901.8,16.236666
2019-09-01 18:00:00,209,5,149,37.8,901.6,12.9904
2019-09-01 19:00:00,83,1,65,37.1,901.5,2.735467
2019-09-01 20:00:00,7,1,6,35.2,901.5,0.0
2019-09-01 21:00:00,0,0,0,33.0,902.0,0.0
2019-09-01 22:00:00,0,0,0,31.7,902.5,0.0
2019-09-01 23:00:00,0,1,0,30.1,902.9,0.0
2019-09-02 00:00:00,0,0,0,28.4,903.0,0.0
2019-09-02 01:00:00,0,2,0,27.8,903.3,0.0
2019-09-02 02:00:00,0,0,0,26.6,903.2,0.0
2019-09-02 03:00:00,0,0,0,25.4,903.3,0.0
2019-09-02 04:00:00,0,0,0,25.1,903.6,0.0
2019-09-02 05:00:00,0,0,0,23.5,903.5,0.0
2019-09-02 06:00:00,0,0,0,24.2,903.7,0.0
2019-09-02 07:00:00,1,0,2,24.4,904.1,0.0
2019-09-02 08:00:00,68,0,41,25.3,904.7,1.970933
2019-09-02 09:00:00,349,0,97,27.2,904.8,12.9136
2019-09-02 10:00:00,635,0,139,31.8,905.0,23.553532
2019-09-02 11:00:00,805,0,183,34.2,905.3,31.507532
2019-09-02 12:00:00,916,0,239,34.9,904.9,36.60253
2019-09-02 13:00:00,1019,0,368,36.1,904.3,39.970333
2019-09-02 14:00:00,1105,0,539,36.9,903.8,26.8734
2019-09-02 15:00:00,1015,3,536,37.5,903.2,36.007397
2019-09-02 16:00:00,933,4,573,38.0,902.3,32.158264
2019-09-02 17:00:00,674,19,466,38.0,901.9,19.793
2019-09-02 18:00:00,419,6,309,37.2,901.9,15.792533
2019-09-02 19:00:00,142,2,105,36.8,901.7,4.7636
2019-09-02 20:00:00,5,1,4,35.6,901.7,0.0724
2019-09-02 21:00:00,0,1,0,33.0,902.5,0.0
2019-09-02 22:00:00,0,0,0,31.9,903.1,0.0
